Category,Feed Name,Title,Link,Published Date
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8912 2013 REV 1,https://data.consilium.europa.eu/doc/document/ST-8912-2013-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8912 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-8912-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8945 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-8945-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9246 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-9246-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6272 2013 REV 1,https://data.consilium.europa.eu/doc/document/ST-6272-2013-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7154 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-7154-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6272 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-6272-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16682 2012 REV 1,https://data.consilium.europa.eu/doc/document/ST-16682-2012-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16682 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-16682-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15368 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-15368-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13321 2012 REV 1,https://data.consilium.europa.eu/doc/document/ST-13321-2012-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13093 2012 REV 1,https://data.consilium.europa.eu/doc/document/ST-13093-2012-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13321 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-13321-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13134 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-13134-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13093 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-13093-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10397 2012 REV 1,https://data.consilium.europa.eu/doc/document/ST-10397-2012-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10397 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-10397-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10388 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-10388-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8611 2012 REV 1,https://data.consilium.europa.eu/doc/document/ST-8611-2012-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8611 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-8611-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6169 2012 INIT,https://data.consilium.europa.eu/doc/document/ST-6169-2012-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 18340 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-18340-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17057 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-17057-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13484 2011 REV 1,https://data.consilium.europa.eu/doc/document/ST-13484-2011-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13697 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-13697-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13484 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-13484-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13449 2011 REV 1,https://data.consilium.europa.eu/doc/document/ST-13449-2011-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13449 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-13449-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12613 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-12613-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9851 2011 REV 1,https://data.consilium.europa.eu/doc/document/ST-9851-2011-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5455 2011 REV 3,https://data.consilium.europa.eu/doc/document/ST-5455-2011-REV-3/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9851 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-9851-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9511 2011 REV 1,https://data.consilium.europa.eu/doc/document/ST-9511-2011-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9511 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-9511-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5455 2011 REV 2,https://data.consilium.europa.eu/doc/document/ST-5455-2011-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8797 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-8797-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8252 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-8252-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7823 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-7823-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5455 2011 REV 1,https://data.consilium.europa.eu/doc/document/ST-5455-2011-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17895 2010 REV 2,https://data.consilium.europa.eu/doc/document/ST-17895-2010-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5455 2011 INIT,https://data.consilium.europa.eu/doc/document/ST-5455-2011-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17895 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-17895-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17895 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-17895-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16822 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-16822-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13108 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-13108-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12646 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-12646-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6200 2010 REV 2,https://data.consilium.europa.eu/doc/document/ST-6200-2010-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12646 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-12646-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13108 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-13108-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11794 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-11794-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6200 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-6200-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10636 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-10636-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10636 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-10636-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8252 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-8252-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7662 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-7662-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6200 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-6200-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11939 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-11939-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5997 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-5997-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5474 2010 REV 2,https://data.consilium.europa.eu/doc/document/ST-5474-2010-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5474 2010 REV 1,https://data.consilium.europa.eu/doc/document/ST-5474-2010-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16148 2008 REV 3,https://data.consilium.europa.eu/doc/document/ST-16148-2008-REV-3/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5474 2010 INIT,https://data.consilium.europa.eu/doc/document/ST-5474-2010-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17157 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-17157-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14679 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-14679-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13347 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-13347-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12639 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-12639-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11670 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-11670-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10686 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-10686-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9303 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-9303-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10399 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-10399-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10686 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-10686-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7524 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-7524-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8589 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-8589-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7478 2009 COR 1,https://data.consilium.europa.eu/doc/document/ST-7478-2009-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12750 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-12750-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7478 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-7478-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12750 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-12750-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12986 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-12986-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16148 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-16148-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6070 2009 REV 1,https://data.consilium.europa.eu/doc/document/ST-6070-2009-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6070 2009 INIT,https://data.consilium.europa.eu/doc/document/ST-6070-2009-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16148 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-16148-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16148 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-16148-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14899 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-14899-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7531 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-7531-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12382 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-12382-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13490 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-13490-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12986 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12986-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12750 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12750-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12407 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12407-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12414 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12414-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12382 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12382-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12383 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12383-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12272 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-12272-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10686 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-10686-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11912 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11912-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11914 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11914-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11934 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11934-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11937 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11937-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11938 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11938-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11939 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11939-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11940 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-11940-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10588 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-10588-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9303 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-9303-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7524 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-7524-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7531 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-7531-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14543 2006 REV 1,https://data.consilium.europa.eu/doc/document/ST-14543-2006-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7311 2008 REV 2,https://data.consilium.europa.eu/doc/document/ST-7311-2008-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7311 2008 REV 1,https://data.consilium.europa.eu/doc/document/ST-7311-2008-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7311 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-7311-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7524 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-7524-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7531 2008 INIT,https://data.consilium.europa.eu/doc/document/ST-7531-2008-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12561 2007 INIT,https://data.consilium.europa.eu/doc/document/ST-12561-2007-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12316 2007 INIT,https://data.consilium.europa.eu/doc/document/ST-12316-2007-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10463 2007 INIT,https://data.consilium.europa.eu/doc/document/ST-10463-2007-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9048 2007 INIT,https://data.consilium.europa.eu/doc/document/ST-9048-2007-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17121 2006 COR 1,https://data.consilium.europa.eu/doc/document/ST-17121-2006-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7072 2007 INIT,https://data.consilium.europa.eu/doc/document/ST-7072-2007-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17121 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-17121-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17120 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-17120-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15839 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-15839-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14543 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-14543-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14096 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-14096-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12312 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-12312-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11165 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-11165-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10005 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-10005-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9634 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-9634-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8193 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-8193-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16116 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-16116-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6731 2006 INIT,https://data.consilium.europa.eu/doc/document/ST-6731-2006-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16031 2005 ADD 1,https://data.consilium.europa.eu/doc/document/ST-16031-2005-ADD-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16031 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-16031-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15616 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-15616-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13305 2005 COR 1,https://data.consilium.europa.eu/doc/document/ST-13305-2005-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13305 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-13305-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12520 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-12520-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12333 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-12333-2005-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11647 2005 INIT,https://data.consilium.europa.eu/doc/document/ST-11647-2005-INIT/en/pdf,Χωρίς ημερομηνία
