Category,Feed Name,Title,Link,Published Date
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12318 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-12318-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8962 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-8962-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9304 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-9304-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7541 2021 COR 1,https://data.consilium.europa.eu/doc/document/ST-7541-2021-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7541 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-7541-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6869 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-6869-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6187 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-6187-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5290 2021 REV 2,https://data.consilium.europa.eu/doc/document/ST-5290-2021-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5290 2021 REV 1,https://data.consilium.europa.eu/doc/document/ST-5290-2021-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5290 2021 INIT,https://data.consilium.europa.eu/doc/document/ST-5290-2021-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13434 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-13434-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12055 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-12055-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11273 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-11273-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6422 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-6422-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11067 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-11067-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6022 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-6022-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10320 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-10320-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7172 2020 REV 1,https://data.consilium.europa.eu/doc/document/ST-7172-2020-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10094 2020 ADD 1,https://data.consilium.europa.eu/doc/document/ST-10094-2020-ADD-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10094 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-10094-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9201 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-9201-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8846 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-8846-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8709 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-8709-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7172 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-7172-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7759 2020 REV 1,https://data.consilium.europa.eu/doc/document/ST-7759-2020-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7759 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-7759-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6070 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-6070-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5975 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-5975-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5677 2020 INIT,https://data.consilium.europa.eu/doc/document/ST-5677-2020-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10256 2019 REV 1,https://data.consilium.europa.eu/doc/document/ST-10256-2019-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10256 2019 REV 2,https://data.consilium.europa.eu/doc/document/ST-10256-2019-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10256 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-10256-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9217 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-9217-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8884 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-8884-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7075 2019 COR 1,https://data.consilium.europa.eu/doc/document/ST-7075-2019-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7075 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-7075-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6296 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-6296-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5498 2019 INIT,https://data.consilium.europa.eu/doc/document/ST-5498-2019-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15671 2018 REV 1,https://data.consilium.europa.eu/doc/document/ST-15671-2018-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15671 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-15671-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13470 2018 REV 1,https://data.consilium.europa.eu/doc/document/ST-13470-2018-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13470 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-13470-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12137 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-12137-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10300 2018 COR 1,https://data.consilium.europa.eu/doc/document/ST-10300-2018-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10300 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-10300-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9396 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-9396-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8652 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-8652-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7729 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-7729-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7201 2018 COR 1,https://data.consilium.europa.eu/doc/document/ST-7201-2018-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7201 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-7201-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6746 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-6746-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6746 2018 REV 1,https://data.consilium.europa.eu/doc/document/ST-6746-2018-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5769 2018 INIT,https://data.consilium.europa.eu/doc/document/ST-5769-2018-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15684 2017 COR 1,https://data.consilium.europa.eu/doc/document/ST-15684-2017-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15684 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-15684-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 14165 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-14165-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12757 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-12757-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11472 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-11472-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11299 2017 REV 1,https://data.consilium.europa.eu/doc/document/ST-11299-2017-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11299 2017 REV 2,https://data.consilium.europa.eu/doc/document/ST-11299-2017-REV-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11443 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-11443-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11427 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-11427-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11299 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-11299-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10352 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-10352-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8509 2017 REV 1,https://data.consilium.europa.eu/doc/document/ST-8509-2017-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8509 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-8509-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6057 2017 COR 1,https://data.consilium.europa.eu/doc/document/ST-6057-2017-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5672 2017 COR 1,https://data.consilium.europa.eu/doc/document/ST-5672-2017-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6057 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-6057-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6023 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-6023-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15567 2016 COR 1,https://data.consilium.europa.eu/doc/document/ST-15567-2016-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 5672 2017 INIT,https://data.consilium.europa.eu/doc/document/ST-5672-2017-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15668 2016 COR 1,https://data.consilium.europa.eu/doc/document/ST-15668-2016-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15668 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-15668-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15567 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-15567-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12803 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-12803-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12760 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-12760-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12321 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-12321-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11605 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-11605-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11511 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-11511-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9588 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-9588-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7017 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-7017-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6378 2016 INIT,https://data.consilium.europa.eu/doc/document/ST-6378-2016-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15226 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-15226-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15081 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-15081-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12182 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-12182-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10082 2015 COR 1,https://data.consilium.europa.eu/doc/document/ST-10082-2015-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10098 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-10098-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10079 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-10079-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10082 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-10082-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7449 2015 COR 1,https://data.consilium.europa.eu/doc/document/ST-7449-2015-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7449 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-7449-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7607 2015 REV 1,https://data.consilium.europa.eu/doc/document/ST-7607-2015-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 7607 2015 INIT,https://data.consilium.europa.eu/doc/document/ST-7607-2015-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17112 2014 COR 1,https://data.consilium.europa.eu/doc/document/ST-17112-2014-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15880 2014 REV 1,https://data.consilium.europa.eu/doc/document/ST-15880-2014-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17112 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-17112-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 17135 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-17135-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 16627 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-16627-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 15880 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-15880-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13636 2014 REV 1,https://data.consilium.europa.eu/doc/document/ST-13636-2014-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13636 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-13636-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12569 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-12569-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11248 2014 COR 2,https://data.consilium.europa.eu/doc/document/ST-11248-2014-COR-2/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10191 2014 REV 1,https://data.consilium.europa.eu/doc/document/ST-10191-2014-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11248 2014 COR 1,https://data.consilium.europa.eu/doc/document/ST-11248-2014-COR-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11248 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-11248-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 10191 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-10191-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 9033 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-9033-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8604 2014 REV 1,https://data.consilium.europa.eu/doc/document/ST-8604-2014-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8604 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-8604-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 8102 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-8102-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6992 2014 REV 1,https://data.consilium.europa.eu/doc/document/ST-6992-2014-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6992 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-6992-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 6118 2014 INIT,https://data.consilium.europa.eu/doc/document/ST-6118-2014-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13375 2013 REV 1,https://data.consilium.europa.eu/doc/document/ST-13375-2013-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13375 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-13375-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13444 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-13444-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 13444 2013 REV 1,https://data.consilium.europa.eu/doc/document/ST-13444-2013-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12128 2013 REV 1,https://data.consilium.europa.eu/doc/document/ST-12128-2013-REV-1/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 12128 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-12128-2013-INIT/en/pdf,Χωρίς ημερομηνία
Ευρωπαϊκή Ένωση,European Council - Σύνοψη Πράξεων,ST 11716 2013 INIT,https://data.consilium.europa.eu/doc/document/ST-11716-2013-INIT/en/pdf,Χωρίς ημερομηνία
